WILAYA_CLEAN,COMMUNE_CLEAN,ZONE_RPA,capital_total,nb_polices,dommage_total,risque_moyen,proba_moyenne,CLASSE_COMMUNE
BEJAIA,DARGUINA,IIa,38404350.0,11,3840435.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,EL KSEUR,IIa,317812933.0,155,31781293.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,FERRAOUN,IIa,19589500.0,12,1958950.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,IFELAIN ILMATHEN,IIa,53890000.0,7,5389000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,IGHRAM,IIa,7040000.0,2,704000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,KENDIRA,IIa,6685000.0,5,668500.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,KHERRATA,IIa,10500000.0,3,1050000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,MELBOU,IIa,66929200.0,19,6692920.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,OUED GHIR,IIa,183696508.0,55,18369651.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,OUZELLAGUEN,IIa,96772900.0,27,9677290.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,SEDDOUK,IIa,6468000.0,3,646800.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,SEMAOUNE,IIa,23485500.0,17,2348550.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,SIDI AHMED,IIa,8679950.0,2,867995.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,SIDI AICH,IIa,37364800.0,9,3736480.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,SIDI AYAD,IIa,2000000.0,2,200000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,SOUIDANIA,IIa,12000000.0,3,1200000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,SOUK EL TENINE,IIa,15425950.0,8,1542595.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,SOUK EL THENINE,IIa,195098740.0,54,19509874.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,SOUK OUFELLA,IIa,3500000.0,1,350000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,TALA HAMZA,IIa,101583100.0,20,10158310.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,TAMRIDJET,IIa,3045000.0,1,304500.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,TAOURIRT IGHIL,IIa,7000000.0,6,700000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,TASKRIOUT,IIa,19185670.0,5,1918567.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,TAZMALT,IIa,245355270.0,88,24535527.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,TIBANE,IIa,4000000.0,1,400000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,TICHI,IIa,203831220.0,49,20383122.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,TIFRA,IIa,56565100.0,3,5656510.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,TIMEZRIT,IIa,28045000.0,16,2804500.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,TIMZRIT,IIa,4030000.0,2,403000.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,TIZI NBERBER,IIa,682000.0,1,68200.0,0.0,0.0,SOUCONCENTRATION ✅
BEJAIA,TOUDJA,IIa,9391050.0,9,939105.0,0.0,0.0,SOUCONCENTRATION ✅
BISKRA,BISKRA,I,988501410.0,75,49425070.0,0.0,0.0,SOUCONCENTRATION ✅
BISKRA,M_CHOUNECHE,I,9300000.0,1,465000.0,0.0,0.0,SOUCONCENTRATION ✅
BISKRA,TAZMALT,I,4000000.0,1,200000.0,0.0,0.0,SOUCONCENTRATION ✅
BISKRA,TOLGA,I,10200000.0,3,510000.0,0.0,0.0,SOUCONCENTRATION ✅
BISKRA,ZERIBET EL OUED,I,2732000.0,2,136600.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,ALGER,III,2774000.0,1,693500.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,BEN KHELIL,III,40334000.0,19,10083500.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,BENI MERED,III,153434580.0,52,38358645.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,BENI TAMOU,III,186093960.0,42,46523490.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,BIRTOUTA,III,1564000.0,2,391000.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,BLIDA,III,2075126220.0,494,518781555.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,BOUARFA,III,28359790.0,10,7089948.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,BOUFARIK,III,534899380.0,183,133724845.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,BOUGARA BLIDA,III,99026550.0,34,24756638.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,BOUINAN,III,200352487.0,73,50088122.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,CHEBLI,III,149654700.0,26,37413675.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,CHIFFA,III,19345020.0,7,4836255.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,CHREA,III,3800000.0,1,950000.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,DOUERA,III,2660000.0,1,665000.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,DRARIA,III,2850000.0,1,712500.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,GUERROUAOU,III,237074430.0,63,59268608.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,HADJOUT,III,8117600.0,4,2029400.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,HAMMEDI,III,2000000.0,2,500000.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,HUSSEIN DEY,III,3850920.0,1,962730.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,LARBAA BLIDA,III,130876285.0,23,32719071.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,LARBATACHE,III,1700000.0,1,425000.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,MEFTAH,III,26656860.0,11,6664215.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,MOUZAIA,III,5369822177.0,10,1342455544.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,OUED EL ALLEUG,III,9551000.0,8,2387750.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,OULED SLAMA,III,28566250.0,6,7141562.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,OULED YAICH BLIDA,III,706617250.0,266,176654312.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,SIDI MOUSSA,III,57000000.0,1,14250000.0,1.0,1.0,SURCONCENTRATION ⚠️
BLIDA,SOUMAA BLIDA,III,430592840.0,155,107648210.0,0.0,0.0,SOUCONCENTRATION ✅
BLIDA,TIPAZA,III,2000000.0,1,500000.0,0.0,0.0,SOUCONCENTRATION ✅
BORDJ BADJI MOKHTAR,BORDJ BOU ARRERIDJ,Inconnu,5560660.0,2,278033.0,0.0,0.0,SOUCONCENTRATION ✅
BORDJ BADJI MOKHTAR,EL ACHIR,Inconnu,1023000.0,1,51150.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,AGHBALOU,Inconnu,92877000.0,17,4643850.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,AHL EL KSAR,Inconnu,22200000.0,7,1110000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,AIN BESSAM,Inconnu,51901680.0,15,2595084.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,AIN EL HADJAR BOUIRA,Inconnu,21560000.0,6,1078000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,AIN LAHDJAR,Inconnu,6480000.0,4,324000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,AIN TURK BOUIRA,Inconnu,12616000.0,4,630800.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,AIT LAAZIZ,Inconnu,21350000.0,8,1067500.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,AOMAR,Inconnu,5139000.0,4,256950.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,BECHLOUL,Inconnu,8432000.0,4,421600.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,BIR GHBALOU,Inconnu,13339500.0,4,666975.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,BORDJ OUKHRISS,Inconnu,11200000.0,4,560000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,BOUIRA,Inconnu,592133990.0,266,29606700.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,BOUKRAM,Inconnu,840000.0,1,42000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,CHORFA BOUIRA,Inconnu,63020000.0,18,3151000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,DECHMIA,Inconnu,4262500.0,2,213125.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,DIRAH,Inconnu,57280000.0,8,2864000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,EL ADJIBA,Inconnu,13800000.0,4,690000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,EL ASNAM,Inconnu,16697000.0,6,834850.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,EL HACHIMIA,Inconnu,18716440.0,12,935822.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,HADJERA ZERGA,Inconnu,5081250.0,2,254062.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,HAIZER,Inconnu,49544400.0,12,2477220.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,HAMMEDI,Inconnu,10000000.0,1,500000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,HANIF,Inconnu,6300000.0,2,315000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,IGHRAM,Inconnu,3500000.0,1,175000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,KADIRIA,Inconnu,3720000.0,2,186000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,KOUBA,Inconnu,1000000.0,1,50000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,LAKHDARIA,Inconnu,21595000.0,7,1079750.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,MCHEDALLAH,Inconnu,42688200.0,15,2134410.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,OUED EL BERDI,Inconnu,6600000.0,3,330000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,OULED RACHED,Inconnu,21000000.0,3,1050000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,SAHARIDJ,Inconnu,2672820.0,2,133641.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,SOUK EL KHEMIS,Inconnu,7000000.0,2,350000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,SOUR EL GHOZLANE,Inconnu,56731000.0,12,2836550.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,TAGHZOUT BOUIRA,Inconnu,56888330.0,12,2844416.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,TAGUEDIT,Inconnu,8525000.0,2,426250.0,0.0,0.0,SOUCONCENTRATION ✅
BOUIRA,TAMANRASSET,Inconnu,896000.0,1,44800.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,AFIR,III,16940000.0,8,4235000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,BAGHLIA,III,290187650.0,26,72546912.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,BEN CHOUD,III,17950000.0,11,4487500.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,BENI AMRANE,III,3506650.0,4,876662.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,BORDJ EL BAHRI,III,3040000.0,1,760000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,BORDJ MENAIEL,III,82854410.0,23,20713602.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,BOUDOUAOU,III,324160220.0,73,81040055.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,BOUDOUAOU EL BAHRI,III,122886540.0,15,30721635.0,1.0,1.0,SURCONCENTRATION ⚠️
BOUMERDES,BOUMERDES,III,1858125388.0,223,464531347.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,BOUZEGZA KEDDARA,III,5570000.0,1,1392500.0,1.0,1.0,SURCONCENTRATION ⚠️
BOUMERDES,CHABET EL AMEUR,III,26098500.0,16,6524625.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,CORSO,III,186529000.0,28,46632250.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,DELLYS,III,442440946.0,113,110610236.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,DJANET,III,2000000.0,1,500000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,DJINET,III,15058000.0,5,3764500.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,EL KHARROUBA,III,594415000.0,7,148603750.0,1.0,1.0,SURCONCENTRATION ⚠️
BOUMERDES,HAMADI KROUMA,III,11500000.0,1,2875000.0,1.0,1.0,SURCONCENTRATION ⚠️
BOUMERDES,HAMADIA,III,7084000.0,5,1771000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,HAMMEDI,III,240829750.0,26,60207438.0,1.0,1.0,SURCONCENTRATION ⚠️
BOUMERDES,INCONNU,III,525000.0,1,131250.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,ISSER,III,291844930.0,98,72961232.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,KHEMIS EL KHECHNA,III,1509726650.0,93,377431662.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,LAGHATA,III,4844000.0,2,1211000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,LARBATACHE,III,3236164400.0,23,809041100.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,NACIRIA,III,88519350.0,11,22129838.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,OULED AISSA,III,2000000.0,2,500000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,OULED AISSA BOUMERDES,III,4075000.0,2,1018750.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,OULED HADJADJ,III,130937690.0,26,32734422.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,OULED MOUSSA,III,1586162000.0,219,396540500.0,1.0,1.0,SURCONCENTRATION ⚠️
BOUMERDES,REGHAIA,III,7550000.0,2,1887500.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,SI MUSTAPHA,III,8474000.0,5,2118500.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,SIDI DAOUD,III,50051056.0,22,12512764.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,SIDI MOUSSA,III,3952000.0,1,988000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,SOUK EL HAD BOUMERDES,III,6839600.0,3,1709900.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,TAOURGA,III,28150050.0,24,7037512.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,THENIA,III,116509580.0,16,29127395.0,1.0,1.0,SURCONCENTRATION ⚠️
BOUMERDES,TIDJELABINE,III,4256824429.0,19,1064206107.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,TIMEZRIT,IIa,37602250.0,8,3760225.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,TIMZRIT,III,2000000.0,1,500000.0,0.0,0.0,SOUCONCENTRATION ✅
BOUMERDES,ZEMMOURI,III,122721340.0,13,30680335.0,0.0,0.0,SOUCONCENTRATION ✅
CHLEF,AIN MERANE,III,16937100.0,6,4234275.0,0.0,0.0,SOUCONCENTRATION ✅
CHLEF,BENI RACHED,III,1128000.0,1,282000.0,0.0,0.0,SOUCONCENTRATION ✅
CHLEF,BOUKADIR,III,299455430.0,75,74863858.0,0.0,0.0,SOUCONCENTRATION ✅
CHLEF,CHETTIA,III,1000000.0,1,250000.0,0.0,0.0,SOUCONCENTRATION ✅
CHLEF,CHLEF,III,120435030.0,52,30108758.0,0.0,0.0,SOUCONCENTRATION ✅
